City,State,Zipcode,Gender,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
Hawthorne city, California,32548,Female,168.0,741.0,2157.0,2876.0,2897.0,1011.0,3324.0,519.0,775.0,2570.0,1610.0,221.0,2015
Hayward city, California,33000,Female,177.0,1142.0,2175.0,5398.0,4740.0,1202.0,4403.0,400.0,1967.0,3280.0,5255.0,585.0,2015
Hemet city, California,33182,Female,35.0,1423.0,2293.0,1414.0,484.0,129.0,1567.0,200.0,599.0,664.0,682.0,129.0,2015
Hesperia city, California,33434,Female,386.0,690.0,2988.0,2441.0,2083.0,498.0,1285.0,244.0,415.0,1824.0,1158.0,525.0,2015
Huntington Beach city, California,36000,Female,687.0,3854.0,3744.0,6025.0,5850.0,3465.0,8715.0,809.0,1954.0,4180.0,2150.0,854.0,2015
Indio city, California,36448,Female,123.0,1450.0,3174.0,3335.0,3196.0,1524.0,1904.0,114.0,434.0,201.0,516.0,42.0,2015
Inglewood city, California,36546,Female,138.0,1291.0,3027.0,2361.0,3460.0,1503.0,3837.0,701.0,1407.0,2327.0,2335.0,739.0,2015
Irvine city, California,36770,Female,412.0,2818.0,7262.0,9471.0,10969.0,3133.0,5290.0,988.0,806.0,1250.0,3824.0,1057.0,2015
Jurupa Valley city, California,37692,Female,320.0,896.0,1936.0,2472.0,3372.0,1352.0,2281.0,62.0,363.0,1176.0,812.0,586.0,2015
Laguna Niguel city, California,39248,Female,130.0,1895.0,1252.0,2189.0,1609.0,1373.0,2951.0,57.0,575.0,1092.0,1050.0,250.0,2015
Lake Forest city, California,39496,Female,145.0,1305.0,2883.0,1916.0,3415.0,1378.0,4223.0,586.0,852.0,1428.0,540.0,50.0,2015
Lakewood city, California,39892,Female,124.0,1200.0,2480.0,2432.0,1664.0,600.0,3941.0,350.0,657.0,2148.0,945.0,563.0,2015
Lancaster city, California,40130,Female,269.0,2116.0,4736.0,6313.0,2515.0,324.0,957.0,51.0,266.0,1866.0,1950.0,940.0,2015
Livermore city, California,41992,Female,657.0,2829.0,2958.0,2865.0,2026.0,1107.0,1217.0,675.0,1228.0,1959.0,1929.0,724.0,2015
Long Beach city, California,43000,Female,1341.0,6475.0,9991.0,15712.0,13419.0,5435.0,14867.0,3242.0,4309.0,8752.0,9759.0,2918.0,2015
Los Angeles city, California,44000,Female,9403.0,44320.0,87659.0,106761.0,111955.0,43574.0,151014.0,21048.0,40183.0,86616.0,75297.0,26011.0,2015
Lynwood city, California,44574,Female,276.0,130.0,833.0,1376.0,2117.0,488.0,2737.0,459.0,1060.0,1204.0,1232.0,548.0,2015
Manteca city, California,45484,Female,471.0,1591.0,1824.0,1247.0,1839.0,1097.0,942.0,749.0,538.0,570.0,945.0,1253.0,2015
Menifee city, California,46842,Female,461.0,391.0,1174.0,1100.0,2537.0,769.0,1602.0,529.0,398.0,935.0,2244.0,652.0,2015
Merced city, California,46898,Female,896.0,1848.0,2634.0,1548.0,959.0,440.0,189.0,281.0,352.0,493.0,179.0,171.0,2015
Milpitas city, California,47766,Female,39.0,782.0,2019.0,2096.0,2046.0,710.0,2004.0,168.0,876.0,1171.0,799.0,103.0,2015
Mission Viejo city, California,48256,Female,256.0,1345.0,2568.0,3361.0,3826.0,944.0,3082.0,710.0,1089.0,1260.0,1077.0,317.0,2015
Modesto city, California,48354,Female,1157.0,5215.0,7113.0,7992.0,4408.0,1450.0,2444.0,674.0,770.0,1293.0,1822.0,866.0,2015
Moreno Valley city, California,49270,Female,892.0,1761.0,6585.0,5088.0,4598.0,2350.0,5807.0,906.0,926.0,2597.0,4411.0,1910.0,2015
Mountain View city, California,49670,Female,162.0,1625.0,3454.0,3440.0,4364.0,757.0,2211.0,482.0,629.0,976.0,1152.0,64.0,2015
Murrieta city, California,50076,Female,192.0,1756.0,2843.0,3817.0,2143.0,853.0,2157.0,204.0,253.0,1709.0,1452.0,1522.0,2015
Napa city, California,50258,Female,934.0,3757.0,3965.0,2779.0,2175.0,464.0,1492.0,172.0,398.0,380.0,746.0,177.0,2015
Newport Beach city, California,51182,Female,162.0,1510.0,3597.0,3328.0,2713.0,1553.0,1713.0,234.0,162.0,854.0,584.0,184.0,2015
Norwalk city, California,52526,Female,126.0,1472.0,1888.0,3678.0,3299.0,559.0,3302.0,338.0,867.0,2085.0,1546.0,561.0,2015
Oakland city, California,53000,Female,1016.0,4031.0,12539.0,14430.0,11922.0,3437.0,12831.0,3620.0,4148.0,10998.0,9897.0,5405.0,2015
Oceanside city, California,53322,Female,144.0,3407.0,4391.0,6602.0,5429.0,1904.0,4716.0,1396.0,1963.0,2877.0,2313.0,576.0,2015
Ontario city, California,53896,Female,629.0,2992.0,2750.0,5848.0,6044.0,1826.0,5654.0,1010.0,1099.0,2633.0,3512.0,1690.0,2015
Orange city, California,53980,Female,580.0,3428.0,4475.0,3517.0,4453.0,1432.0,5831.0,911.0,1543.0,1557.0,1436.0,799.0,2015
Oxnard city, California,54652,Female,626.0,1703.0,5054.0,6041.0,6469.0,8686.0,7957.0,245.0,1204.0,1271.0,954.0,489.0,2015
Palmdale city, California,55156,Female,265.0,1418.0,3590.0,4966.0,2794.0,1109.0,592.0,84.0,188.0,1676.0,3392.0,2902.0,2015
Palo Alto city, California,55282,Female,115.0,665.0,1817.0,1851.0,2935.0,1169.0,1737.0,163.0,505.0,1158.0,669.0,315.0,2015
Pasadena city, California,56000,Female,664.0,3252.0,3451.0,5825.0,4458.0,1431.0,4513.0,694.0,1578.0,3069.0,3242.0,1511.0,2015
Perris city, California,56700,Female,0.0,479.0,1695.0,1270.0,1143.0,304.0,836.0,459.0,148.0,690.0,924.0,703.0,2015
Pittsburg city, California,57456,Female,232.0,577.0,502.0,1932.0,1690.0,402.0,1462.0,520.0,1018.0,1313.0,2180.0,1235.0,2015
Pleasanton city, California,57792,Female,386.0,2268.0,1813.0,1707.0,1577.0,515.0,1185.0,346.0,685.0,1864.0,2563.0,834.0,2015
Pomona city, California,58072,Female,302.0,2219.0,3583.0,4160.0,3486.0,1431.0,3694.0,285.0,2458.0,2758.0,2112.0,1615.0,2015
Rancho Cordova city, California,59444,Female,272.0,1474.0,2303.0,2459.0,2230.0,1132.0,3095.0,274.0,575.0,689.0,280.0,262.0,2015
Rancho Cucamonga city, California,59451,Female,515.0,3694.0,3634.0,6985.0,4075.0,1906.0,4621.0,1518.0,1491.0,3794.0,2940.0,1433.0,2015
Redding city, California,59920,Female,941.0,4334.0,5690.0,4753.0,2376.0,279.0,302.0,144.0,172.0,6.0,171.0,71.0,2015
Redlands city, California,59962,Female,275.0,1459.0,2868.0,2579.0,1789.0,456.0,1972.0,314.0,426.0,979.0,225.0,85.0,2015
Redondo Beach city, California,60018,Female,210.0,1638.0,2001.0,2206.0,3169.0,465.0,2493.0,0.0,306.0,1291.0,2231.0,198.0,2015
Redwood City city, California,60102,Female,182.0,1963.0,2288.0,2661.0,2738.0,1416.0,3400.0,401.0,792.0,1497.0,930.0,167.0,2015
Rialto city, California,60466,Female,499.0,1113.0,2536.0,2251.0,2493.0,1411.0,3874.0,319.0,382.0,993.0,779.0,757.0,2015
Richmond city, California,60620,Female,299.0,796.0,1834.0,2375.0,2343.0,1689.0,3420.0,297.0,2213.0,3056.0,3682.0,831.0,2015
Riverside city, California,62000,Female,1289.0,4934.0,7195.0,9097.0,11244.0,4286.0,7938.0,1300.0,2588.0,3845.0,4215.0,2897.0,2015
Roseville city, California,62938,Female,591.0,3289.0,3406.0,4603.0,2748.0,1853.0,4057.0,1125.0,1794.0,1847.0,959.0,219.0,2015
Sacramento city, California,64000,Female,2121.0,7991.0,12933.0,16195.0,17767.0,5920.0,17774.0,3462.0,3171.0,4703.0,2843.0,2431.0,2015
Salinas city, California,64224,Female,262.0,2176.0,4296.0,7118.0,5848.0,1250.0,3039.0,616.0,1373.0,1153.0,238.0,172.0,2015
San Bernardino city, California,65000,Female,1407.0,2530.0,5707.0,6301.0,6167.0,1578.0,4749.0,392.0,659.0,1493.0,1588.0,658.0,2015
San Buenaventura (Ventura) city, California,65042,Female,773.0,3213.0,4346.0,3606.0,2408.0,1687.0,1952.0,694.0,359.0,1935.0,1054.0,571.0,2015
San Clemente city, California,65084,Female,562.0,1296.0,2098.0,1294.0,710.0,560.0,1487.0,681.0,379.0,1419.0,499.0,753.0,2015
San Diego city, California,66000,Female,2912.0,19331.0,38838.0,56151.0,60229.0,26497.0,47992.0,5961.0,9483.0,14835.0,10387.0,4848.0,2015
San Francisco city, California,67000,Female,1409.0,5400.0,16797.0,20392.0,30247.0,13287.0,44164.0,8909.0,13461.0,27637.0,25002.0,7783.0,2015
San Jose city, California,68000,Female,2995.0,9972.0,20970.0,30796.0,35250.0,14285.0,39880.0,4822.0,10151.0,21502.0,14017.0,3982.0,2015
San Leandro city, California,68084,Female,352.0,738.0,1955.0,3292.0,3194.0,1215.0,3995.0,746.0,1508.0,2345.0,2297.0,1020.0,2015
San Marcos city, California,68196,Female,290.0,1403.0,2268.0,2660.0,3193.0,2093.0,1888.0,904.0,469.0,1928.0,655.0,282.0,2015
San Mateo city, California,68252,Female,151.0,2337.0,3388.0,2625.0,3075.0,1899.0,3380.0,753.0,1461.0,2874.0,1584.0,507.0,2015
San Ramon city, California,68378,Female,126.0,1257.0,1606.0,2762.0,1871.0,584.0,1588.0,361.0,231.0,1236.0,1269.0,492.0,2015
Santa Ana city, California,69000,Female,851.0,5375.0,9208.0,10840.0,13934.0,3635.0,11040.0,893.0,1837.0,1782.0,2927.0,1179.0,2015
Santa Barbara city, California,69070,Female,1354.0,3012.0,6424.0,3728.0,3745.0,507.0,509.0,40.0,167.0,300.0,701.0,429.0,2015
Santa Clara city, California,69084,Female,582.0,2445.0,3559.0,4959.0,6888.0,1778.0,3431.0,521.0,1081.0,1837.0,1022.0,886.0,2015
Santa Clarita city, California,69088,Female,680.0,4019.0,4806.0,6032.0,3504.0,1732.0,3725.0,679.0,2374.0,4086.0,3810.0,1892.0,2015
Santa Maria city, California,69196,Female,195.0,3574.0,4307.0,3794.0,2820.0,741.0,1944.0,303.0,827.0,591.0,392.0,48.0,2015
Santa Monica city, California,70000,Female,0.0,2104.0,2812.0,2657.0,3319.0,1741.0,2903.0,841.0,1194.0,2168.0,1051.0,299.0,2015
Santa Rosa city, California,70098,Female,1384.0,5156.0,7500.0,8926.0,7069.0,1877.0,2970.0,268.0,593.0,669.0,711.0,596.0,2015
Simi Valley city, California,72016,Female,881.0,3064.0,2290.0,3145.0,3997.0,1776.0,4098.0,940.0,1979.0,1631.0,2164.0,983.0,2015
South Gate city, California,73080,Female,348.0,1003.0,1451.0,2018.0,1633.0,1013.0,3635.0,693.0,1033.0,1890.0,2483.0,627.0,2015
South San Francisco city, California,73262,Female,185.0,1157.0,1824.0,2004.0,1754.0,1207.0,3578.0,272.0,591.0,1405.0,763.0,298.0,2015
Stockton city, California,75000,Female,1234.0,5072.0,9634.0,12625.0,6923.0,3918.0,4230.0,515.0,1437.0,2891.0,1881.0,1620.0,2015
Sunnyvale city, California,77000,Female,562.0,2911.0,4514.0,5551.0,4566.0,1867.0,3481.0,436.0,678.0,2501.0,791.0,469.0,2015
Temecula city, California,78120,Female,687.0,2761.0,4044.0,3714.0,3061.0,663.0,775.0,330.0,579.0,1552.0,1872.0,1007.0,2015
Thousand Oaks city, California,78582,Female,706.0,4193.0,4639.0,4184.0,3089.0,775.0,3451.0,505.0,1016.0,861.0,1491.0,354.0,2015
Torrance city, California,80000,Female,214.0,2873.0,5867.0,3966.0,4248.0,1911.0,3746.0,1048.0,1195.0,2075.0,1968.0,435.0,2015
Tracy city, California,80238,Female,181.0,2866.0,2829.0,1725.0,815.0,1058.0,404.0,332.0,737.0,1683.0,1994.0,1681.0,2015
Turlock city, California,80812,Female,687.0,2518.0,1779.0,911.0,1549.0,1148.0,1609.0,368.0,310.0,578.0,0.0,225.0,2015
Tustin city, California,80854,Female,265.0,1323.0,1829.0,3657.0,4439.0,698.0,2334.0,307.0,238.0,527.0,508.0,641.0,2015
Union City city, California,81204,Female,0.0,481.0,753.0,1503.0,1574.0,619.0,1668.0,138.0,444.0,1578.0,1667.0,198.0,2015
Upland city, California,81344,Female,194.0,790.0,1571.0,2419.0,3376.0,802.0,1775.0,83.0,820.0,1330.0,1879.0,1048.0,2015
Vacaville city, California,81554,Female,482.0,2437.0,5324.0,2769.0,1446.0,246.0,2557.0,635.0,589.0,1351.0,1503.0,273.0,2015
Vallejo city, California,81666,Female,989.0,1027.0,4194.0,3178.0,1370.0,1248.0,2840.0,780.0,1032.0,2296.0,3407.0,1717.0,2015
Victorville city, California,82590,Female,435.0,1324.0,3955.0,4836.0,2403.0,351.0,939.0,71.0,617.0,1175.0,899.0,1525.0,2015
Visalia city, California,82954,Female,342.0,3438.0,4974.0,4199.0,2056.0,899.0,2385.0,372.0,641.0,463.0,122.0,41.0,2015
Vista city, California,82996,Female,0.0,1060.0,2668.0,4709.0,3786.0,1373.0,2601.0,319.0,546.0,1380.0,966.0,181.0,2015
Walnut Creek city, California,83346,Female,203.0,793.0,1545.0,3176.0,1590.0,751.0,1471.0,400.0,721.0,978.0,1451.0,510.0,2015
West Covina city, California,84200,Female,179.0,1237.0,2544.0,3430.0,2647.0,1160.0,3150.0,170.0,1453.0,2431.0,2825.0,1092.0,2015
Westminster city, California,84550,Female,113.0,1120.0,1286.0,3770.0,2221.0,1345.0,4221.0,167.0,1190.0,2021.0,839.0,352.0,2015
Whittier city, California,85292,Female,148.0,1677.0,1579.0,2858.0,2143.0,1021.0,3184.0,908.0,735.0,2151.0,1632.0,405.0,2015
Yorba Linda city, California,86832,Female,40.0,863.0,1365.0,1245.0,890.0,617.0,3205.0,1016.0,999.0,2141.0,1167.0,549.0,2015
Yuba City city, California,86972,Female,409.0,1526.0,2721.0,1506.0,1044.0,43.0,1344.0,0.0,397.0,785.0,733.0,114.0,2015
Arvada city, Colorado,03455,Female,325.0,2319.0,3190.0,3131.0,4848.0,2661.0,3816.0,1151.0,1074.0,2606.0,2167.0,314.0,2015
Aurora city, Colorado,04000,Female,536.0,4168.0,8126.0,13066.0,13583.0,8190.0,11444.0,3791.0,3765.0,6725.0,4468.0,1721.0,2015
Boulder city, Colorado,07850,Female,969.0,3441.0,7057.0,5938.0,1801.0,440.0,1116.0,425.0,701.0,930.0,1377.0,358.0,2015
Broomfield city, Colorado,09280,Female,82.0,1593.0,1645.0,2095.0,1057.0,1191.0,1612.0,812.0,1089.0,1928.0,1913.0,244.0,2015
Centennial city, Colorado,12815,Female,262.0,1899.0,4802.0,3488.0,4223.0,1741.0,3747.0,973.0,922.0,2821.0,682.0,46.0,2015
Colorado Springs city, Colorado,16000,Female,2241.0,9169.0,16211.0,23136.0,18753.0,6191.0,10697.0,1474.0,928.0,3378.0,2731.0,1153.0,2015
Denver city, Colorado,20000,Female,2349.0,10167.0,17370.0,26771.0,26046.0,11666.0,27360.0,5441.0,5527.0,12395.0,5226.0,2384.0,2015
Fort Collins city, Colorado,27425,Female,1194.0,6553.0,7913.0,8272.0,6387.0,1524.0,3475.0,226.0,560.0,1078.0,1231.0,409.0,2015
Greeley city, Colorado,32155,Female,444.0,3003.0,4156.0,3830.0,2017.0,978.0,1330.0,320.0,491.0,1162.0,358.0,183.0,2015
Highlands Ranch CDP, Colorado,36410,Female,1110.0,2801.0,2913.0,3301.0,4326.0,2437.0,1905.0,549.0,1444.0,1221.0,724.0,110.0,2015
Lakewood city, Colorado,43000,Female,557.0,3237.0,4543.0,5579.0,6920.0,3224.0,5321.0,1083.0,1467.0,3554.0,2063.0,253.0,2015
Longmont city, Colorado,45970,Female,1056.0,2943.0,3118.0,2200.0,2351.0,958.0,2986.0,755.0,1093.0,1238.0,561.0,563.0,2015
Loveland city, Colorado,46465,Female,729.0,3173.0,2449.0,1260.0,2390.0,1921.0,1956.0,204.0,437.0,1048.0,387.0,37.0,2015
Pueblo city, Colorado,62000,Female,357.0,3843.0,5238.0,5572.0,2172.0,491.0,1114.0,117.0,73.0,291.0,227.0,129.0,2015
Thornton city, Colorado,77290,Female,1289.0,1977.0,2545.0,3246.0,5532.0,1622.0,3866.0,1179.0,1515.0,4187.0,2818.0,282.0,2015
Westminster city, Colorado,83835,Female,467.0,2183.0,3048.0,4751.0,4756.0,1885.0,3617.0,420.0,1650.0,2640.0,1046.0,171.0,2015
Bridgeport city, Connecticut,08000,Female,236.0,3495.0,4706.0,5865.0,5126.0,967.0,5148.0,364.0,965.0,1495.0,2890.0,1527.0,2015
Danbury city, Connecticut,18430,Female,410.0,2031.0,3302.0,3061.0,3170.0,710.0,564.0,450.0,652.0,1345.0,1172.0,435.0,2015
Hartford city, Connecticut,37000,Female,428.0,2767.0,3973.0,5006.0,4468.0,1173.0,3586.0,531.0,1041.0,1850.0,1095.0,336.0,2015
New Britain city, Connecticut,50370,Female,220.0,974.0,4184.0,2303.0,3737.0,580.0,957.0,141.0,200.0,158.0,0.0,90.0,2015
New Haven city, Connecticut,52000,Female,492.0,2694.0,4965.0,8119.0,4806.0,1371.0,2400.0,180.0,728.0,1623.0,1663.0,1124.0,2015
Norwalk city, Connecticut,55990,Female,616.0,2071.0,3679.0,4166.0,2695.0,1010.0,3973.0,402.0,623.0,1236.0,817.0,708.0,2015
Stamford city, Connecticut,73000,Female,633.0,3559.0,4535.0,6837.0,4732.0,1982.0,3581.0,464.0,778.0,1129.0,1618.0,1685.0,2015
Waterbury city, Connecticut,80000,Female,394.0,2484.0,4538.0,3954.0,2006.0,1326.0,2903.0,1001.0,335.0,1047.0,868.0,1054.0,2015
Wilmington city, Delaware,77580,Female,260.0,1753.0,3499.0,2595.0,3447.0,777.0,2667.0,204.0,456.0,834.0,507.0,299.0,2015
Washington city, District of Columbia,50000,Female,1885.0,6087.0,13450.0,21102.0,27538.0,12714.0,34267.0,8362.0,10812.0,19403.0,12005.0,2729.0,2015
Alafaya CDP, Florida,00410,Female,62.0,1443.0,1210.0,3404.0,3296.0,1067.0,4452.0,644.0,1776.0,1747.0,765.0,249.0,2015
Boca Raton city, Florida,07300,Female,487.0,3844.0,3150.0,3918.0,3159.0,160.0,1649.0,829.0,673.0,1294.0,441.0,218.0,2015
Boynton Beach city, Florida,07875,Female,77.0,1225.0,1316.0,2497.0,2245.0,1015.0,2475.0,215.0,907.0,1117.0,491.0,303.0,2015
Brandon CDP, Florida,08150,Female,133.0,1805.0,3902.0,4747.0,4045.0,1914.0,4840.0,683.0,1330.0,1576.0,1268.0,65.0,2015
Cape Coral city, Florida,10275,Female,513.0,1715.0,2953.0,5023.0,9330.0,2450.0,5828.0,1456.0,1428.0,2198.0,973.0,605.0,2015
Clearwater city, Florida,12875,Female,287.0,1738.0,3747.0,5645.0,2926.0,1090.0,2339.0,768.0,1162.0,1735.0,1213.0,217.0,2015
Coral Springs city, Florida,14400,Female,1102.0,1438.0,2833.0,4771.0,4444.0,983.0,4109.0,1709.0,1443.0,2360.0,1231.0,392.0,2015
Davie town, Florida,16475,Female,372.0,1730.0,4701.0,3538.0,4160.0,2132.0,3117.0,662.0,721.0,2154.0,1894.0,156.0,2015
Deerfield Beach city, Florida,16725,Female,220.0,1742.0,3935.0,4541.0,2760.0,1264.0,3213.0,137.0,433.0,962.0,412.0,0.0,2015
Delray Beach city, Florida,17100,Female,396.0,1231.0,1570.0,2834.0,3320.0,805.0,1449.0,81.0,551.0,375.0,521.0,187.0,2015
Deltona city, Florida,17200,Female,0.0,1451.0,1029.0,2441.0,3022.0,2742.0,2208.0,1330.0,725.0,1433.0,906.0,149.0,2015
Fort Lauderdale city, Florida,24000,Female,818.0,3757.0,4420.0,5925.0,4837.0,2020.0,4991.0,562.0,1305.0,1857.0,2071.0,1090.0,2015
Fort Myers city, Florida,24125,Female,672.0,1854.0,1266.0,2297.0,3710.0,1452.0,2092.0,330.0,529.0,933.0,855.0,96.0,2015
Gainesville city, Florida,25175,Female,808.0,2938.0,6907.0,7710.0,5540.0,1404.0,2970.0,465.0,604.0,215.0,545.0,275.0,2015
Hialeah city, Florida,30000,Female,185.0,1331.0,6798.0,4934.0,8737.0,1680.0,13974.0,1040.0,2207.0,2718.0,1225.0,1250.0,2015
Hollywood city, Florida,32000,Female,97.0,1692.0,2997.0,4492.0,4619.0,2480.0,6912.0,845.0,1194.0,2194.0,1260.0,1688.0,2015
Homestead city, Florida,32275,Female,69.0,1479.0,1909.0,1353.0,1213.0,107.0,2041.0,0.0,733.0,923.0,1277.0,1288.0,2015
Jacksonville city, Florida,35000,Female,1674.0,12665.0,20181.0,34934.0,42034.0,15531.0,35311.0,5816.0,5837.0,11052.0,4088.0,2958.0,2015
Kendall CDP, Florida,36100,Female,385.0,1074.0,969.0,2510.0,2716.0,779.0,3015.0,543.0,2012.0,1982.0,2148.0,708.0,2015
Kissimmee city, Florida,36950,Female,0.0,862.0,996.0,3353.0,1734.0,1374.0,3179.0,494.0,44.0,1059.0,1153.0,101.0,2015
Lakeland city, Florida,38250,Female,666.0,1623.0,4610.0,4508.0,3144.0,718.0,2459.0,164.0,293.0,776.0,126.0,103.0,2015
Largo city, Florida,39425,Female,161.0,2280.0,3633.0,4290.0,2519.0,1220.0,1889.0,114.0,253.0,555.0,569.0,759.0,2015
Lauderhill city, Florida,39550,Female,527.0,554.0,519.0,2778.0,3158.0,1123.0,4050.0,354.0,450.0,1653.0,1657.0,460.0,2015
Lehigh Acres CDP, Florida,39925,Female,244.0,784.0,1569.0,1126.0,2710.0,1452.0,4271.0,1045.0,1562.0,3709.0,1058.0,185.0,2015
Melbourne city, Florida,43975,Female,735.0,880.0,3025.0,6160.0,2504.0,617.0,1388.0,166.0,331.0,755.0,698.0,189.0,2015
Miami city, Florida,45000,Female,886.0,4492.0,11750.0,9405.0,13084.0,4855.0,20077.0,3085.0,4446.0,9589.0,5411.0,2767.0,2015
Miami Beach city, Florida,45025,Female,473.0,935.0,3199.0,3208.0,2864.0,362.0,2756.0,101.0,726.0,2053.0,1430.0,321.0,2015
Miami Gardens city, Florida,45060,Female,113.0,844.0,877.0,2059.0,3498.0,2155.0,6136.0,1035.0,1536.0,2484.0,829.0,623.0,2015
Miramar city, Florida,45975,Female,145.0,392.0,1557.0,3488.0,5504.0,1488.0,6152.0,735.0,794.0,6788.0,2304.0,654.0,2015
Orlando city, Florida,53000,Female,665.0,5678.0,7429.0,10952.0,10558.0,5632.0,12758.0,2582.0,1642.0,4400.0,2420.0,1764.0,2015
Palm Bay city, Florida,54000,Female,0.0,611.0,2591.0,5038.0,4383.0,1370.0,2247.0,307.0,326.0,545.0,426.0,353.0,2015
Palm Coast city, Florida,54200,Female,45.0,1235.0,3471.0,2768.0,2878.0,425.0,1646.0,266.0,625.0,440.0,73.0,439.0,2015
Pembroke Pines city, Florida,55775,Female,949.0,1764.0,2638.0,2611.0,6038.0,1826.0,8545.0,1665.0,3281.0,6626.0,3533.0,1255.0,2015
Pine Hills CDP, Florida,56825,Female,48.0,580.0,1463.0,2231.0,4208.0,1853.0,3313.0,344.0,1268.0,2497.0,863.0,824.0,2015
Plantation city, Florida,57425,Female,421.0,2064.0,2206.0,4024.0,3574.0,1978.0,3617.0,587.0,212.0,2180.0,1164.0,182.0,2015
Poinciana CDP, Florida,57900,Female,0.0,0.0,849.0,525.0,654.0,1014.0,1913.0,948.0,886.0,1788.0,2036.0,323.0,2015
Pompano Beach city, Florida,58050,Female,471.0,2188.0,2894.0,2608.0,3318.0,636.0,3285.0,222.0,307.0,963.0,124.0,250.0,2015
Port St. Lucie city, Florida,58715,Female,743.0,1715.0,5447.0,6055.0,6859.0,3091.0,5412.0,1349.0,712.0,2302.0,2854.0,573.0,2015
Riverview CDP, Florida,60950,Female,250.0,1233.0,1824.0,2390.0,2384.0,1252.0,2666.0,728.0,738.0,2148.0,1436.0,99.0,2015
St. Petersburg city, Florida,63000,Female,1577.0,7485.0,8498.0,10342.0,9742.0,2572.0,7625.0,1342.0,2502.0,4180.0,1888.0,454.0,2015
Spring Hill CDP, Florida,68350,Female,108.0,1169.0,2857.0,3716.0,2796.0,712.0,1352.0,245.0,430.0,1437.0,1251.0,998.0,2015
Sunrise city, Florida,69700,Female,180.0,1998.0,2846.0,3384.0,4474.0,2640.0,3730.0,376.0,518.0,2200.0,1163.0,362.0,2015
Tallahassee city, Florida,70600,Female,2461.0,5840.0,9496.0,11103.0,7638.0,2264.0,5205.0,634.0,402.0,1143.0,257.0,1042.0,2015
Tampa city, Florida,71000,Female,2496.0,7102.0,12179.0,14037.0,14910.0,5979.0,11331.0,1906.0,2231.0,5357.0,2115.0,1383.0,2015
The Villages CDP, Florida,71625,Female,,,,,,,,,,,,,2015
Town 'n' Country CDP, Florida,72145,Female,66.0,664.0,1964.0,3128.0,3293.0,943.0,3277.0,846.0,751.0,2321.0,981.0,630.0,2015
Weston city, Florida,76582,Female,469.0,831.0,1323.0,2159.0,1433.0,823.0,815.0,570.0,787.0,1672.0,1041.0,275.0,2015
West Palm Beach city, Florida,76600,Female,345.0,3188.0,3168.0,6296.0,3129.0,1314.0,2213.0,369.0,548.0,1734.0,756.0,599.0,2015
Albany city, Georgia,01052,Female,423.0,2878.0,3034.0,3116.0,1251.0,663.0,944.0,243.0,0.0,476.0,346.0,47.0,2015
Athens-Clarke County unified government (balance), Georgia,03440,Female,513.0,4391.0,6800.0,6598.0,3712.0,457.0,834.0,170.0,323.0,455.0,1145.0,475.0,2015
Atlanta city, Georgia,04000,Female,876.0,7022.0,11584.0,17880.0,24565.0,6985.0,14832.0,3952.0,3270.0,7897.0,6991.0,3041.0,2015
Augusta-Richmond County consolidated government (balance), Georgia,04204,Female,1152.0,2946.0,7567.0,11223.0,8899.0,1689.0,4407.0,593.0,262.0,1214.0,510.0,776.0,2015
Columbus city, Georgia,19000,Female,1475.0,3170.0,6523.0,10396.0,7446.0,2051.0,3532.0,398.0,161.0,1422.0,756.0,629.0,2015
Johns Creek city, Georgia,42425,Female,183.0,1052.0,950.0,1984.0,2230.0,1803.0,2689.0,707.0,1127.0,1624.0,1331.0,167.0,2015
Macon-Bibb County, Georgia,49008,Female,1123.0,2653.0,4396.0,7020.0,7816.0,1950.0,3087.0,407.0,245.0,1316.0,338.0,361.0,2015
Roswell city, Georgia,67284,Female,343.0,1355.0,2264.0,1599.0,2697.0,876.0,3901.0,1066.0,2082.0,1218.0,1711.0,262.0,2015
Sandy Springs city, Georgia,68516,Female,179.0,1352.0,1754.0,4750.0,5605.0,2023.0,4850.0,589.0,857.0,1394.0,803.0,575.0,2015
Savannah city, Georgia,69000,Female,515.0,4934.0,7383.0,8662.0,5300.0,1938.0,2499.0,363.0,656.0,1524.0,864.0,96.0,2015
Warner Robins city, Georgia,80508,Female,369.0,1638.0,3410.0,3094.0,2556.0,666.0,2648.0,300.0,479.0,230.0,0.0,0.0,2015
Urban Honolulu CDP, Hawaii,71550,Female,1091.0,6259.0,12439.0,17072.0,15326.0,3975.0,12613.0,1447.0,2002.0,4784.0,4918.0,845.0,2015
Boise City city, Idaho,08830,Female,1395.0,6527.0,9629.0,11272.0,9640.0,3789.0,3748.0,402.0,408.0,1058.0,169.0,603.0,2015
Meridian city, Idaho,52120,Female,714.0,2603.0,2102.0,2558.0,3025.0,1014.0,2586.0,76.0,175.0,417.0,99.0,186.0,2015
Nampa city, Idaho,56260,Female,565.0,1821.0,3688.0,1880.0,1485.0,1114.0,2784.0,919.0,547.0,878.0,814.0,184.0,2015
Arlington Heights village, Illinois,02154,Female,47.0,2688.0,2171.0,2841.0,1766.0,820.0,2619.0,386.0,819.0,1232.0,801.0,410.0,2015
